latitude,longitude,year,featureid
42.240265,-72.774606,2002,201484016
42.2173932,-72.7044798,2002,201484241
42.3212679,-72.7757147,2002,201482970
42.66046,-71.71504,2003,201476055
42.65988,-71.71504,2003,201476055
42.56049,-71.61647,2003,201476842
42.65566,-71.55841,2003,201475658
42.68525,-71.63068,2003,201475610
42.69545,-71.59456,2003,201475233
42.69244,-71.59108,2003,201475407
42.67942,-71.73083,2003,201475733
42.2787091,-72.1588495,2003,201481897
42.2809054,-72.1599187,2003,201481897
42.4280562,-72.0773863,2003,201479214
42.4856348,-72.150758,2003,201478789
42.4197938,-72.0944753,2003,201479402
42.4361628,-72.0163168,2003,201479036
42.378751,-72.0297649,2003,201479785
42.24448,-72.91617,2003,201484388
42.70934,-73.09211,2003,202954072
42.69385,-73.22615,2003,202954678
42.42509,-72.91986,2003,201481453
41.57809,-71.01979,2003,201489190
41.776622,-70.630681,2003,201485013
41.6281849,-70.4512544,2003,201487033
41.9673501,-70.9679274,2003,201483055
42.49077,-72.47327,2003,201479375
42.53888,-72.53301,2003,201478903
42.53742,-72.53905,2003,201478902
42.38602,-72.45046,2003,201480841
42.38649,-72.4474,2003,201480739
42.37827,-72.48104,2003,201480972
42.3782,-72.44863,2003,201480915
42.4128,-72.47794,2003,201480551
42.41699,-72.47214,2003,201480391
42.419236,-72.47668,2003,201480390
42.24253,-72.65836,2003,201484049
42.28233,-72.71078,2003,201483315
41.763492,-70.6332042,2003,201485256
42.71767,-72.56939,2004,201477049
42.64435,-72.54371,2004,201477809
42.70379,-72.41919,2004,201476977
42.4048154,-72.7500913,2004,201481409
42.739533,-72.727655,2004,201477181
42.75912,-72.76089,2004,201476985
42.68067,-72.74882,2004,201477743
42.7226,-72.579580000000007,2004,201477058
42.4128,-72.88165,2004,201481570
42.45588,-72.85059,2004,201480843
42.541431,-72.727174,2004,201479308
42.31137,-73.12322,2004,201483885
42.33082,-73.09204,2004,201483475
42.35093,-73.08937,2004,201483425
42.57583,-72.95672,2004,201479421
42.60352,-72.91058,2004,201478925
42.1805,-72.88793,2004,201485412
42.26816,-73.01054,2004,201484240
42.64311,-72.94954,2004,201478714
42.68214,-72.91725,2004,201478071
42.64069,-72.86792,2004,201478450
42.41835,-72.91458,2004,201481539
42.43668,-72.9303,2004,201481356
42.25283,-72.90488,2004,201484389
42.5137,-72.92254,2004,201480231
42.0492179,-71.636175,2004,201483672
42.19969,-71.61743,2004,201481259
42.45746,-72.56454,2004,201480360
42.48751,-72.51031,2004,201479511
42.4998,-72.51475,2004,201479438
42.459531,-72.561249,2004,201479973
42.46036,-72.56199,2004,201479972
42.42562,-71.90607,2004,201478833
42.38083,-71.79639,2004,201479392
42.25349,-71.6036,2004,201480464
42.33886,-72.03408,2004,201480324
42.42311,-71.715,2003,201478546
42.44723,-71.92099,2004,201478758
42.16574,-72.14285,2004,201483400
42.13017,-72.08103,2004,201483934
42.06157,-72.06443,2004,201484836
42.33175,-72.05032,2004,201480486
42.50977,-72.7597,2004,201479833
42.68782,-72.99887,2004,201478163
42.72339,-72.9966,2004,201477782
42.72783,-73.0107,2004,201477748
42.62778,-72.83897,2004,201478518
42.63115,-72.97321,2004,201478959
42.62188,-73.0044055,2004,201479059
42.41383,-72.90388,2004,201481716
42.78887,-72.66799,2004,201476652
42.3918,-72.71503,2004,201481459
42.48287,-72.97762,2004,201480885
42.50275,-72.98848,2004,201480520
42.51419,-72.72018,2004,201479717
42.22983,-72.85751,2004,201484557
42.3389,-72.9458,2004,201482946
42.71978,-72.85561,2004,201477537
42.32964,-72.87621,2004,201483162
42.45566,-72.84045,2004,201480848
42.602084,-72.776711,2004,201478775
42.62876,-72.81366,2004,201478564
42.51719,-72.74828,2004,201479716
42.70346,-72.8342,2004,201477712
42.63077,-72.79729,2004,201478493
42.48058,-72.90526,2005,201480769
42.311834,-72.405327,2005,201482150
42.31458,-73.096190000000007,2005,201483758
42.16154,-72.26879,2005,201483783
42.35458,-73.09156,2005,201483425
42.59665,-72.73399,2005,201478651
42.488272,-72.743548,2005,201480084
42.508013,-72.712882,2005,201479875
42.611157,-72.705438,2005,201478472
42.638954,-72.648616,2005,201478076
42.582794,-72.670906,2005,201478742
42.67379,-72.62687,2005,201477686
42.702036,-72.635668,2005,201477436
42.7243,-72.7249,2005,201477339
42.726864,-72.676521,2005,201477170
42.64346,-72.71579,2005,201478084
42.63735,-72.73679,2005,201478196
42.700037,-72.773837,2005,201477598
42.690674,-72.757374,2005,201477684
42.63676,-72.74342,2005,201478229
42.66564,-72.72689,2005,201477880
42.649371,-72.712418,2005,201478034
42.48436,-72.75357,2005,201480134
42.546957,-72.745001,2005,201479300
42.70536,-72.41337,2005,201476977
42.68261,-72.43533,2005,201477202
42.5669,-72.65624,2005,201479078
42.72678,-72.44278,2005,201476814
42.570529,-72.623925,2005,201478716
42.636184,-72.494429,2005,201477727
42.504186,-72.649305,2005,201479703
41.89548,-71.01859,2005,201484182
42.29691,-72.05608,2005,201480991
42.38761,-72.37479,2005,201480532
42.10925,-72.35284,2005,201484973
42.1177,-72.34919,2005,201484812
42.41032,-72.33111,2005,201480346
42.1302562,-72.258568,2005,201484242
42.11122,-72.18035,2005,201484338
42.424956,-72.391216,2005,201480198
42.34611,-72.37911,2005,201481292
42.10779,-72.31712,2005,201484838
42.08673,-72.40617,2005,201485866
42.14533,-72.32889,2005,201484402
42.11089,-72.35451,2005,201484885
42.08415,-72.39482,2005,201485695
42.36452,-72.32489,2005,201480793
42.34941,-72.43568,2005,201481361
42.12905,-72.257782,2005,201484259
42.083261,-72.227356,2005,201485064
42.12118,-73.13676,2005,201487097
42.439522,-73.301384,2005,201482333
42.44137,-72.99456,2005,201481782
42.172110000000004,-73.07433,2005,201486120
42.33106,-73.09184,2005,201483475
42.4877,-72.97672,2005,201480885
42.37311,-72.96897,2005,201482547
42.54067,-72.72765,2005,201479424
42.48797,-72.74586,2005,201480127
42.48929,-72.95836,2005,201480638
41.91947,-71.07462,2005,201484153
42.21697,-71.87719,2005,201481846
42.40478,-72.75006,2005,201481409
42.40601,-71.79043,2005,201478909
42.4466,-71.81767,2005,201478429
42.7725,-72.66308,2005,201476652
42.15291,-72.29627,2005,201484101
42.15329,-72.26229,2005,201483927
42.23439,-72.18758,2005,201482457
42.20094,-72.16253,2005,201482918
42.23686,-72.27193,2005,201482554
42.16911,-72.26156,2005,201483678
42.20475,-72.2291,2005,201483135
42.20418,-72.22847,2005,201483135
41.78661,-70.75616,2005,201485430
42.72756,-72.68261,2005,201477174
42.51527,-72.50605,2005,201479101
42.54558,-72.50565,2005,201478854
42.71766,-72.44701,2005,201476815
42.65899,-72.68098,2005,201477839
42.6067,-73.0977,2005,202955532
42.47523,-73.12052,2005,201481284
42.48997,-73.27499,2005,201481503
42.47936,-73.29394,2005,201481652
42.4941,-73.29958,2005,201481634
42.18335,-72.89551,2005,201485412
42.6150364,-73.1041956,2005,202955426
42.40285,-72.97888,2005,201482057
42.578733,-72.976297,2005,201479410
42.578172,-72.975634,2005,201479416
42.63617,-72.89737,2005,201478606
42.58804,-73.00033,2005,201479396
42.58439,-73.00305,2005,201479404
42.05694,-72.94108,2005,201487774
42.072,-72.94293,2005,201487332
42.70435,-72.95615,2005,201477922
42.54956,-72.80999,2005,201479492
42.66413,-72.93795,2005,201478296
42.728186,-73.012552,2005,201477772
42.704117,-72.782969,2005,201477575
42.583284,-72.839665,2005,201479017
42.08136,-72.90974,2005,201487176
42.11428,-72.99877,2005,201487038
42.094,-73.08575,2005,201487422
42.13306,-73.1057,2005,201486938
42.24173,-73.13596,2005,201485184
42.26062,-73.13407,2005,201484826
42.79813,-72.68402,2005,201476387
42.70544,-72.56188,2005,201477214
42.40774,-72.7372,2005,201481325
42.72157,-72.58872,2005,201477058
42.18341,-72.87227,2005,201485336
42.299896,-72.767361,2005,201483060
42.50724,-72.76914,2005,201479833
42.41273,-72.87979,2005,201481570
42.680913,-72.918478,2005,201478071
42.60866,-72.93067,2005,201479098
42.25104,-72.90402,2005,201484389
42.41377,-72.90382,2005,201481716
42.69492,-72.43376,2005,201477054
42.69204,-72.65844,2005,201477514
42.28112,-72.73193,2005,201483259
42.09066,-72.81357,2005,201486912
42.07333,-72.84645,2005,201487231
42.44891,-72.86239,2005,201480980
42.45545,-72.84011,2005,201480848
42.64295,-72.94936,2005,201478714
42.68045,-72.74193,2005,201477743
42.63832,-72.86844,2005,201478590
42.60419,-72.91103,2005,201478925
42.2291,-72.857,2005,201484557
42.31641,-73.02672,2005,201483619
42.27057,-73.0008,2005,201484547
42.29785,-72.23888,2005,201481487
42.49326,-73.10437,2005,201481013
42.49271,-73.10479,2005,201481013
42.4924,-73.10554,2005,201481013
42.28737,-72.03004,2005,201481178
42.02927,-71.93573,2005,201484998
42.18148,-72.08031,2005,201483061
42.03384,-71.93287,2005,201484998
42.28096,-71.99467,2005,201481090
42.69721,-72.77276,2005,201477683
42.15762,-71.60924,2001,201481837
41.91154,-70.64038,2005,201482730
41.96493,-70.95508,2005,201482976
42.557003,-72.7414,2005,201479259
42.65426,-72.62716,2005,201477844
42.694842,-72.662013,2005,201477514
42.6279,-73.22527,2002,202955515
42.61508,-73.10398,2002,202955426
42.62205,-73.13683,2002,202955358
42.5602,-73.15076,2002,202956275
42.65231,-73.25329,2002,202955227
42.69133,-73.24316,2002,202954689
42.75178,-71.03797,2000,201473139
42.12458,-72.51735,2002,201485206
42.23016,-72.85759,2001,201484557
42.6446,-72.5436,2002,201477809
42.5399607,-72.53983,2002,201478902
42.698428,-72.429224,2002,201477054
42.698966,-72.553113,2002,201477314
42.4122,-72.88122,2001,201481570
42.3912,-71.59065,2001,201478634
42.44699,-71.56138,2001,201477848
42.38639812,-71.8080816,2001,201479149
42.12591,-70.80507,2001,201479968
42.479345,-72.705975,2006,201480089
42.50407,-72.64977,2006,201479703
42.6249,-73.03394,2006,201478979
42.68964,-73.04636,2006,201478267
42.59963,-72.99227,2006,201479181
42.58777,-72.90997,2006,201479334
42.4922,-72.89718,2006,201480424
42.50421,-72.84747,2006,201480100
42.5595,-72.87752,2006,201479808
42.51358,-72.8871,2006,201480227
42.64241,-72.61004,2006,201478058
42.61187,-72.63433,2006,201478362
42.65278272,-72.59832856,2006,201477832
42.53624,-72.74229,2006,201479424
42.50914,-72.49054,2006,201479185
42.72294,-72.8187,2006,201477566
42.50241,-72.47868,2006,201479251
42.51612,-72.50557,2006,201479101
42.48088,-72.98883,2006,201480862
42.51125,-73.04247,2006,201480799
42.19902,-73.25062,2006,201486422
42.12102,-72.92573,2006,201486628
42.0893,-72.85839,2006,201486798
42.38083,-73.38369,2006,201483575
42.16722729,-72.97934098,2006,201486002
42.04779,-73.01514,2006,201487887
42.06559,-73.1585,2006,201488084
42.34334,-73.13688,2006,201483447
42.33197,-73.09333,2006,201483475
42.14801,-73.45053,2006,201487705
42.16007,-73.46849,2006,201487718
42.11186,-73.47243,2006,202963820
42.09485,-73.46453,2006,202963984
42.08744,-73.47317,2006,202964327
42.62864,-71.82651,2006,201476503
42.63819,-71.78304,2006,201476295
42.68607,-72.17531,2006,201476659
42.6348,-72.14053,2006,201477119
42.54757,-72.23141,2006,201478311
42.46387,-72.37411,2006,201479560
42.48251,-72.07549,2006,201478596
42.44299,-72.07579,2006,201479214
42.54217,-72.32528,2006,201478438
42.54955,-72.24018,2006,201478258
42.538,-72.24913,2006,201478323
42.46007,-72.39259,2006,201479620
42.52881,-72.35355,2006,201478719
42.51442,-72.39374,2006,201479121
42.63828,-72.28918,2006,201477404
42.064035,-71.791434,2006,201483923
42.062758,-71.790816,2006,201483923
42.63748,-72.40452,2006,201477770
42.70524,-72.4947,2006,201477073
42.65921,-72.50399,2006,201477584
42.24646,-71.66,2006,201480705
42.25029,-71.65667,2006,201480705
42.06058,-72.86719,2006,201487328
41.62951,-70.48389,2006,201487300
42.02417,-70.73729,2006,201481349
42.06224,-70.80221,2006,201480908
41.64194,-71.07846,2006,201488426
41.63428,-71.0597,2006,201488527
42.5899,-71.47956,2006,201476226
42.84948,-71.01558,2006,201471881
42.78428,-71.0326,2006,201472673
42.38185,-71.42815,2006,201478303
42.3446,-71.42638,2006,201478889
42.34292,-71.42808,2006,201478889
42.12197,-70.70994,2006,201479741
42.54092,-71.95095,2006,201477678
42.38321,-71.83687,2006,201479226
42.44947,-71.80251,2006,201478440
42.27305,-72.09955,2006,201481488
42.29793,-72.1171,2006,201481232
42.3055,-71.8777,2006,201480472
42.02216,-71.72885,2006,201484395
42.64353,-72.39527,2006,201477771
42.63467,-72.37076,2006,201477593
42.64533,-72.22721,2006,201477183
42.67774,-72.58768,2006,201477552
42.68297,-72.28724,2006,201476945
42.5005,-72.71739,2006,201479875
42.59262,-72.90516,2006,201479234
42.63274,-72.93183,2006,201478715
42.62536,-73.2317,2006,202955555
42.721001,-72.995477,2006,201477859
42.64881,-73.2682,2006,202955319
42.72001,-73.23132,2006,202954220
42.70269,-73.1522,2006,202954330
42.49215,-73.28379,2006,201481502
42.59235,-73.25359,2006,201480087
42.5079693,-73.2860158,2006,201481187
42.318256,-71.885813,2006,201480205
42.0629,-71.79,2006,201483923
42.38839,-73.01818,2006,201482320
42.55317,-73.13916,2006,202956332
42.58086,-73.25275,2006,201480086
42.469533,-72.777624,2006,201480409
42.55778,-72.92134,2006,201479576
42.6885,-72.99955,2006,201478163
42.333,-73.13224,2006,201483583
42.48808,-72.47464,2006,201479485
42.58588,-72.8368,2006,201478976
42.491165,-72.464267,2006,201479399
42.544670000000004,-72.49432,2006,201478854
42.3661,-73.09324,2006,201482992
42.33606,-73.09715,2006,201483424
42.08895,-72.90918,2006,201487176
42.7034,-72.3994,2006,201476977
42.65124,-72.28321,2006,201477420
42.59088,-73.01664,2006,201479404
42.56323,-72.742716,2006,201479076
42.52153,-72.93831,2006,201480082
42.52045,-72.94178,2006,201480091
42.51039262,-73.02768469,2006,201480673
42.5631,-72.74958,2006,201479075
42.52089,-73.22961,2006,201481130
42.66726,-73.2121,2006,202954982
42.56413,-73.17326,2006,202956222
42.56556,-73.18564,2006,202956255
42.32883,-73.24078,2006,201483946
42.25832,-73.284,2006,201485556
42.67976,-72.60638,2006,201477687
42.64375,-72.59424,2006,201478011
42.15546,-73.45661,2006,201487718
42.54925,-73.30647,2006,202956829
42.74027,-73.19149,2006,202953968
42.05971,-71.62626,2006,201483499
42.16098,-71.60207,2006,201481767
42.41191,-71.79208,2006,201478909
42.44647,-71.81763,2006,201478429
42.45204,-71.81998,2006,201478429
42.40482,-72.75009,2006,201481409
42.38197,-72.71366,2006,201481618
42.27058,-73.00091,2006,201484240
42.41249,-72.88019,2006,201481570
42.09052,-72.81417,2006,201486912
42.07333,-72.84645,2006,201487231
42.31318,-72.92074,2006,201483368
42.35766,-72.96393,2006,201482761
42.19914,-72.91499,2006,201485295
42.18599,-72.8695,2006,201485273
42.25514,-72.90688,2006,201484389
42.23002,-72.8566,2006,201484557
42.28268,-72.85938,2006,201483631
42.30593,-72.75428,2006,201482970
42.303591,-72.764833,2006,201483060
42.28105,-72.73179,2006,201483259
42.48053,-72.904923,2006,201480769
42.5162,-72.99779,2006,201480317
42.451,-72.85659,2006,201480981
42.41403,-72.88398,2006,201481570
42.61219,-72.91158,2006,201478890
42.59955,-72.90817,2006,201479037
42.541536,-72.727175,2006,201479308
42.39959,-72.73181,2006,201481325
42.43607,-72.93586,2006,201481355
42.41439,-72.9043,2006,201481716
42.59526,-72.93236,2006,201479098
42.512602,-72.921813,2006,201480231
42.45598,-72.84016,2006,201480848
42.48267,-72.99174,2006,201480862
42.43549,-72.92999,2006,201481356
42.70396,-72.41848,2006,201476977
42.64448,-72.54352,2006,201477809
42.68756,-72.54472,2006,201477452
42.72153,-72.59097,2006,201477078
42.79689,-72.67036,2006,201476374
42.7307,-72.67655,2000,201477171
42.68108,-72.74098,2006,201477743
42.70464,-72.83533,2006,201477712
42.72156,-72.70887,2006,201477308
42.76205,-72.76235,2006,201476985
42.76548,-72.79275,2006,201477004
42.68155,-72.91745,2006,201478071
42.63825,-72.86833,2006,201478590
42.51072,-73.34851,1999,202957286
42.51413,-73.34041,1999,202957251
42.510996,-73.33119,1999,202957251
42.110168,-73.488831,1998,202963819
42.56578,-73.28327,1998,202956558
42.55762,-73.29404,1998,202956598
42.58113,-72.82714,1999,201479030
42.57051,-72.80295,1999,201479119
42.34839,-73.36511,1998,201484082
42.35503,-73.09332,1998,201483425
42.36285,-73.09735,1998,201483425
42.31626,-73.02708,1998,201483619
42.34288,-73.03391,1998,201483199
42.60835,-73.28507,1998,202955950
42.59417,-73.29428,1998,202956096
42.69592,-73.24871,1998,202954689
42.71898,-73.2103,1998,202954210
42.69164,-73.2434,1998,202954689
42.24616,-73.2055,1998,201485346
42.24594,-73.20536,1998,201485346
42.65482,-73.19543,1998,202955096
42.54211,-73.31767,1998,202956988
42.18063,-73.24877,1998,201486525
42.39071,-73.23694,1998,201483020
42.23893,-73.20132,1998,201485473
42.72107,-72.94329,1998,201477697
42.72055,-72.94414,1998,201477822
42.42447,-73.20332,1998,201482265
42.04306,-73.13578,1998,201488261
42.5075,-73.26479,1998,201481175
42.09473,-73.10301,1998,201487444
42.49756,-71.8345,2006,201477958
42.46407,-71.85984,2006,201478447
42.39773,-71.91888,2006,201479309
42.49974,-71.83703,2006,201477866
42.46413,-72.38274,2006,201479506
42.47933,-71.78123,2006,201478003
42.47692,-71.7788,2006,201478003
42.44408,-71.84742,2006,201478544
42.31486,-72.09624,2006,201480962
42.4862,-72.05191,2006,201478474
42.48447,-72.05218,2006,201478831
42.51407,-72.06441,2006,201478343
42.1241,-72.51688,2002,201485206
42.28282,-72.39285,2006,201482296
42.23495,-72.40479,2006,201483069
